date,risk_score,alert
2010-04-01,0.09895425,False
2010-04-02,0.10087551,False
2010-04-03,0.10185939,False
2010-04-04,0.10221785,False
2010-04-05,0.089506686,False
2010-04-06,0.08334812,False
2010-04-07,0.08352147,False
2010-04-08,0.08278818,False
2010-04-09,0.079085946,False
2010-04-10,0.08680272,False
2010-04-11,0.08997482,False
2010-04-12,0.08888586,False
2010-04-13,0.09235414,False
2010-04-14,0.0979641,False
2010-04-15,0.09620381,False
2010-04-16,0.09458615,False
2010-04-17,0.093782365,False
2010-04-18,0.09466489,False
2010-04-19,0.093338385,False
2010-04-20,0.08959038,False
2010-04-21,0.089327484,False
2010-04-22,0.08905987,False
2010-04-23,0.09084791,False
2010-04-24,0.08412694,False
2010-04-25,0.08168872,False
2010-04-26,0.07941541,False
2010-04-27,0.07862049,False
2010-04-28,0.07626049,False
2010-04-29,0.07810934,False
2010-04-30,0.0773151,False
2010-05-01,0.07758725,False
2010-05-02,0.077115685,False
2010-05-03,0.07812057,False
2010-05-04,0.07772371,False
2010-05-05,0.07765177,False
2010-05-06,0.077770084,False
2010-05-07,0.078219764,False
2010-05-08,0.07788997,False
2010-05-09,0.078048795,False
2010-05-10,0.077479884,False
2010-05-11,0.07743518,False
2010-05-12,0.077632375,False
2010-05-13,0.077928185,False
2010-05-14,0.07813619,False
2010-05-15,0.07858802,False
2010-05-16,0.07830779,False
2010-05-17,0.077639475,False
2010-05-18,0.07746715,False
2010-05-19,0.07826499,False
2010-05-20,0.0780942,False
2010-05-21,0.077117175,False
2010-05-22,0.07665465,False
2010-05-23,0.0768211,False
2010-05-24,0.07748292,False
2010-05-25,0.07801621,False
2010-05-26,0.07799281,False
2010-05-27,0.07758533,False
2010-05-28,0.07683172,False
2010-05-29,0.07731071,False
2010-05-30,0.0787716,False
2010-05-31,0.078780144,False
2010-06-01,0.07725003,False
2010-06-02,0.08074221,False
2010-06-03,0.07711452,False
2010-06-04,0.08299602,False
2010-06-05,0.08338451,False
2010-06-06,0.08661275,False
2010-06-07,0.09059214,False
2010-06-08,0.08638023,False
2010-06-09,0.086238295,False
2010-06-10,0.10464749,False
2010-06-11,0.09923724,False
2010-06-12,0.10655708,False
2010-06-13,0.109440476,False
2010-06-14,0.11389006,False
2010-06-15,0.15306416,False
2010-06-16,0.50159746,True
2010-06-17,0.49414155,False
2010-06-18,0.4961914,False
2010-06-19,0.4972749,False
2010-06-20,0.49699065,False
2010-06-21,0.49620327,False
2010-06-22,0.49646592,False
2010-06-23,0.4970088,False
2010-06-24,0.49550977,False
2010-06-25,0.47873974,False
2010-06-26,0.4596463,False
2010-06-27,0.4366997,False
2010-06-28,0.43568805,False
2010-06-29,0.42957622,False
2010-06-30,0.43692186,False
2010-07-01,0.2144957,False
2010-07-02,0.1564132,False
2010-07-03,0.1493324,False
2010-07-04,0.1448125,False
2010-07-05,0.1484589,False
2010-07-06,0.13808595,False
2010-07-07,0.14403638,False
2010-07-08,0.121484235,False
2010-07-09,0.12442075,False
2010-07-10,0.11308375,False
2010-07-11,0.12226072,False
2010-07-12,0.12053652,False
2010-07-13,0.12725015,False
2010-07-14,0.12378999,False
2010-07-15,0.1306725,False
2010-07-16,0.108968064,False
2010-07-17,0.11167534,False
2010-07-18,0.10736496,False
2010-07-19,0.10751368,False
2010-07-20,0.104389176,False
2010-07-21,0.10520048,False
2010-07-22,0.109969646,False
2010-07-23,0.11924934,False
2010-07-24,0.11988539,False
2010-07-25,0.12238302,False
2010-07-26,0.11912497,False
2010-07-27,0.118282445,False
2010-07-28,0.12600802,False
2010-07-29,0.12246496,False
2010-07-30,0.11154635,False
2010-07-31,0.12220841,False
2010-08-01,0.11536133,False
2010-08-02,0.12050958,False
2010-08-03,0.11116194,False
2010-08-04,0.11454651,False
2010-08-05,0.11069707,False
2010-08-06,0.12580752,False
2010-08-07,0.107227266,False
2010-08-08,0.10133663,False
2010-08-09,0.100174926,False
2010-08-10,0.10035969,False
2010-08-11,0.096669234,False
2010-08-12,0.090175375,False
2010-08-13,0.091191925,False
2010-08-14,0.09371015,False
2010-08-15,0.09706793,False
2010-08-16,0.09747225,False
2010-08-17,0.09017832,False
2010-08-18,0.1144006,False
2010-08-19,0.1154085,False
2010-08-20,0.117806636,False
2010-08-21,0.119604476,False
2010-08-22,0.121493906,False
2010-08-23,0.11666259,False
2010-08-24,0.12940262,False
2010-08-25,0.12502709,False
2010-08-26,0.12338467,False
2010-08-27,0.12297147,False
2010-08-28,0.12897414,False
2010-08-29,0.1357171,False
2010-08-30,0.1394088,False
2010-08-31,0.13290691,False
2010-09-01,0.13810785,False
2010-09-02,0.14134634,False
2010-09-03,0.13010752,False
2010-09-04,0.13237134,False
2010-09-05,0.110131316,False
2010-09-06,0.10649415,False
2010-09-07,0.09820231,False
2010-09-08,0.09806422,False
2010-09-09,0.10099104,False
2010-09-10,0.09749923,False
2010-09-11,0.10122248,False
2010-09-12,0.090897426,False
2010-09-13,0.09153291,False
2010-09-14,0.08981567,False
2010-09-15,0.09457661,False
2010-09-16,0.11049847,False
2010-09-17,0.12973782,False
2010-09-18,0.13598458,False
2010-09-19,0.13424733,False
2010-09-20,0.15397057,False
2010-09-21,0.20182769,False
2010-09-22,0.17947046,False
2010-09-23,0.1588336,False
2010-09-24,0.20651907,False
2010-09-25,0.32142836,False
2010-09-26,0.38150054,False
2010-09-27,0.3466139,False
2010-09-28,0.32286236,False
2010-09-29,0.24327701,False
2010-09-30,0.22288181,False
2010-10-01,0.19249178,False
2010-10-02,0.19082426,False
2010-10-03,0.123608634,False
2010-10-04,0.14716768,False
2010-10-05,0.12867962,False
2010-10-06,0.10989036,False
2010-10-07,0.10579948,False
2010-10-08,0.11198581,False
2010-10-09,0.11747198,False
2010-10-10,0.11481314,False
2010-10-11,0.11017431,False
2010-10-12,0.100021414,False
2010-10-13,0.1019164,False
2010-10-14,0.100316875,False
2010-10-15,0.096397206,False
2010-10-16,0.08942004,False
2010-10-17,0.32622352,False
2010-10-18,0.27687648,False
2010-10-19,0.12816179,False
2010-10-20,0.1113579,False
2010-10-21,0.09882936,False
2010-10-22,0.09670244,False
2010-10-23,0.10556239,False
2010-10-24,0.11474105,False
2010-10-25,0.11657593,False
2010-10-26,0.13825779,False
2010-10-27,0.12360875,False
2010-10-28,0.1121593,False
2010-10-29,0.11308064,False
2010-10-30,0.109125055,False
2010-10-31,0.10974914,False
2010-11-01,0.11007719,False
2010-11-02,0.110142455,False
2010-11-03,0.1014361,False
2010-11-04,0.09554152,False
2010-11-05,0.09421963,False
2010-11-06,0.24976183,False
2010-11-07,0.28524762,False
2010-11-08,0.44370896,False
2010-11-09,0.1613625,False
2010-11-10,0.14204018,False
2010-11-11,0.10484905,False
2010-11-12,0.109377675,False
2010-11-13,0.10886146,False
2010-11-14,0.10240148,False
2010-11-15,0.09650448,False
2010-11-16,0.10205139,False
2010-11-17,0.105295226,False
2010-11-18,0.10002607,False
2010-11-19,0.10935789,False
2010-11-20,0.21098207,False
2010-11-21,0.12278622,False
2010-11-22,0.11619935,False
2010-11-23,0.113018826,False
2010-11-24,0.12483122,False
2010-11-25,0.12403732,False
2010-11-26,0.1206696,False
2010-11-27,0.13287027,False
2010-11-28,0.11861761,False
2010-11-29,0.11848646,False
2010-11-30,0.114626184,False
2010-12-01,0.114204966,False
2010-12-02,0.11080296,False
2010-12-03,0.09976618,False
2010-12-04,0.09399772,False
2010-12-05,0.09012172,False
2010-12-06,0.0888598,False
2010-12-07,0.08748661,False
2010-12-08,0.376417,False
2010-12-09,0.42051616,False
2010-12-10,0.13023107,False
2010-12-11,0.080937065,False
2010-12-12,0.08088478,False
2010-12-13,0.08204638,False
2010-12-14,0.08168919,False
2010-12-15,0.082249284,False
2010-12-16,0.08296976,False
2010-12-17,0.08272701,False
2010-12-18,0.08222659,False
2010-12-19,0.080279,False
2010-12-20,0.08191999,False
2010-12-21,0.0853344,False
2010-12-22,0.08373565,False
2010-12-23,0.079463325,False
2010-12-24,0.07815953,False
2010-12-25,0.07814179,False
2010-12-26,0.07866172,False
2010-12-27,0.07852026,False
2010-12-28,0.07791285,False
2010-12-29,0.07800413,False
2010-12-30,0.07725255,False
2010-12-31,0.07753464,False
2011-01-01,0.07935499,False
2011-01-02,0.07973762,False
2011-01-03,0.080471486,False
2011-01-04,0.08062081,False
2011-01-05,0.08137863,False
2011-01-06,0.082201764,False
2011-01-07,0.079951875,False
2011-01-08,0.08107216,False
2011-01-09,0.08197501,False
2011-01-10,0.083751306,False
2011-01-11,0.084487624,False
2011-01-12,0.083948374,False
2011-01-13,0.08233187,False
2011-01-14,0.08489497,False
2011-01-15,0.08420564,False
2011-01-16,0.08158881,False
2011-01-17,0.07941566,False
2011-01-18,0.07956094,False
2011-01-19,0.08062662,False
2011-01-20,0.08201145,False
2011-01-21,0.08426251,False
2011-01-22,0.08350301,False
2011-01-23,0.0827724,False
2011-01-24,0.08257674,False
2011-01-25,0.08135885,False
2011-01-26,0.08012733,False
2011-01-27,0.08163996,False
2011-01-28,0.08237503,False
2011-01-29,0.079394184,False
2011-01-30,0.080759875,False
2011-01-31,0.08180933,False
2011-02-01,0.08125019,False
2011-02-02,0.07784495,False
2011-02-03,0.077116124,False
2011-02-04,0.078248546,False
2011-02-05,0.08459236,False
2011-02-06,0.079180874,False
2011-02-07,0.078372434,False
2011-02-08,0.07915504,False
2011-02-09,0.078576036,False
2011-02-10,0.07952004,False
2011-02-11,0.080395676,False
2011-02-12,0.081021026,False
2011-02-13,0.08072864,False
2011-02-14,0.08327683,False
2011-02-15,0.08158841,False
2011-02-16,0.08025657,False
2011-02-17,0.08118895,False
2011-02-18,0.07930116,False
2011-02-19,0.08128856,False
2011-02-20,0.082591094,False
2011-02-21,0.08251215,False
2011-02-22,0.082714126,False
2011-02-23,0.08088827,False
2011-02-24,0.08130845,False
2011-02-25,0.084097765,False
2011-02-26,0.08244251,False
2011-02-27,0.08043312,False
2011-02-28,0.07984225,False
2011-03-01,0.08158164,False
2011-03-02,0.08194635,False
2011-03-03,0.0792392,False
2011-03-04,0.08096793,False
2011-03-05,0.081210926,False
2011-03-06,0.080333725,False
2011-03-07,0.083393194,False
2011-03-08,0.08206244,False
2011-03-09,0.08225139,False
2011-03-10,0.08031091,False
2011-03-11,0.08308501,False
2011-03-12,0.08534931,False
2011-03-13,0.08502727,False
2011-03-14,0.08108716,False
2011-03-15,0.0816238,False
2011-03-16,0.101832554,False
2011-03-17,0.10885812,False
2011-03-18,0.09751634,False
2011-03-19,0.09361871,False
2011-03-20,0.09255173,False
2011-03-21,0.09163871,False
2011-03-22,0.09294195,False
2011-03-23,0.09118729,False
2011-03-24,0.09395313,False
2011-03-25,0.09517,False
2011-03-26,0.08281369,False
2011-03-27,0.08082601,False
2011-03-28,0.08141268,False
2011-03-29,0.08117709,False
2011-03-30,0.08099196,False
2011-03-31,0.08130309,False
2011-04-01,0.08142237,False
2011-04-02,0.08303295,False
2011-04-03,0.084348135,False
2011-04-04,0.08293563,False
2011-04-05,0.08337277,False
2011-04-06,0.08426836,False
2011-04-07,0.08726354,False
2011-04-08,0.08327345,False
2011-04-09,0.09134341,False
2011-04-10,0.0904402,False
2011-04-11,0.08324205,False
2011-04-12,0.07993292,False
2011-04-13,0.081028946,False
2011-04-14,0.09834293,False
2011-04-15,0.10111988,False
2011-04-16,0.09049454,False
2011-04-17,0.09010343,False
2011-04-18,0.09158776,False
2011-04-19,0.0944588,False
2011-04-20,0.08257466,False
2011-04-21,0.07777176,False
2011-04-22,0.077743195,False
2011-04-23,0.07753136,False
2011-04-24,0.07796686,False
2011-04-25,0.07842172,False
2011-04-26,0.07658619,False
2011-04-27,0.07731787,False
2011-04-28,0.077301785,False
2011-04-29,0.078283325,False
2011-04-30,0.077860504,False
2011-05-01,0.0784335,False
2011-05-02,0.077970445,False
2011-05-03,0.0782324,False
2011-05-04,0.07787199,False
2011-05-05,0.077845156,False
2011-05-06,0.07841403,False
2011-05-07,0.079032406,False
2011-05-08,0.07932733,False
2011-05-09,0.07969694,False
2011-05-10,0.078207925,False
2011-05-11,0.076137125,False
2011-05-12,0.07672233,False
2011-05-13,0.07711198,False
2011-05-14,0.077538475,False
2011-05-15,0.07638222,False
2011-05-16,0.07703676,False
2011-05-17,0.077045426,False
2011-05-18,0.078365386,False
2011-05-19,0.079312325,False
2011-05-20,0.079097085,False
2011-05-21,0.07941522,False
2011-05-22,0.07899099,False
2011-05-23,0.078524195,False
2011-05-24,0.07808109,False
2011-05-25,0.07849946,False
2011-05-26,0.07875108,False
2011-05-27,0.07811978,False
2011-05-28,0.07867032,False
2011-05-29,0.07854701,False
2011-05-30,0.08007677,False
2011-05-31,0.082807444,False
2011-06-01,0.09229762,False
2011-06-02,0.09092002,False
2011-06-03,0.0908952,False
2011-06-04,0.12451081,False
2011-06-05,0.12771067,False
2011-06-06,0.13001288,False
