date,risk_score,alert,true_label
2020-12-11,1.0856021e-29,0,0.0
2020-12-12,9.019149e-27,0,0.0
2020-12-13,5.016111e-24,0,0.0
2020-12-14,1.8827134e-21,0,0.0
2020-12-15,6.882166e-20,0,0.0
2020-12-16,6.2350062e-18,0,0.0
2020-12-17,1.3923032e-15,0,0.0
2020-12-18,7.8635476e-13,0,0.0
2020-12-19,5.7401882e-11,0,0.0
2020-12-20,7.782894e-10,0,0.0
2020-12-21,8.310205e-09,0,0.0
2020-12-22,4.551335e-08,0,0.0
2020-12-23,6.633404e-08,0,0.0
2020-12-24,1.4302445e-07,0,0.0
2020-12-25,6.3020997e-07,0,0.0
2020-12-26,9.513792e-06,0,0.0
2020-12-27,3.6111513e-05,0,0.0
2020-12-28,8.562562e-05,0,0.0
2020-12-29,3.0241612e-05,0,0.0
2020-12-30,1.1024384e-05,0,0.0
2020-12-31,4.5537677e-06,0,0.0
2021-01-01,2.8278654e-07,0,0.0
2021-01-02,1.0274782e-07,0,0.0
2021-01-03,4.3048377e-08,0,0.0
2021-01-04,8.724715e-09,0,0.0
2021-01-05,1.8492042e-08,0,0.0
2021-01-06,9.608703e-10,0,0.0
2021-01-07,3.3833006e-10,0,0.0
2021-01-08,1.3228388e-10,0,0.0
2021-01-09,1.9049833e-09,0,0.0
2021-01-10,2.3380176e-09,0,0.0
2021-01-11,4.4160258e-09,0,0.0
2021-01-12,1.5769088e-09,0,0.0
2021-01-13,2.4305185e-09,0,0.0
2021-01-14,2.9726205e-10,0,0.0
2021-01-15,1.4734973e-10,0,0.0
2021-01-16,9.654275e-11,0,0.0
2021-01-17,4.805623e-10,0,0.0
2021-01-18,1.6422234e-09,0,0.0
2021-01-19,4.3640447e-09,0,0.0
2021-01-20,6.117343e-09,0,0.0
2021-01-21,2.0773363e-08,0,0.0
2021-01-22,1.8346036e-08,0,0.0
